Account,Organization,Program,Transaction Date,Type,Document,Description,Commit Type,Fund,Column1,Column2,Activity Date,Field,Amount,Increase/Decrease,FY,Account Category,Account Desc
923971,31250,101,9/12/2022 19:41,PORD,P0169479,"Wrightsville Beach Hotels, LLC",U,212515,,,9/12/2022 19:38,ENC,110,+,2023,Purchased Services,Room/Conference Space Rental
923971,31250,101,9/12/2022 19:41,PORD,P0169479,"Wrightsville Beach Hotels, LLC",U,212515,,,9/12/2022 19:38,ENC,500,+,2023,Purchased Services,Room/Conference Space Rental
923971,31200,101,9/12/2022 15:26,PORD,P0169459,"Wrightsville Beach Hotels, LLC",U,212501,,,9/12/2022 15:23,ENC,110,+,2023,Purchased Services,Room/Conference Space Rental
923971,31200,101,9/12/2022 15:26,PORD,P0169459,"Wrightsville Beach Hotels, LLC",U,212501,,,9/12/2022 15:23,ENC,500,+,2023,Purchased Services,Room/Conference Space Rental
923971,31211,103,11/28/2022 12:35,JE16,F0140251,CIE Event Space November 10 2022,U,214282,,,11/28/2022 11:00,YTD,150,+,2023,Purchased Services,Room/Conference Space Rental
923971,31211,103,11/3/2022 19:44,CR9,F0139651,22-4769 EOC 2022 Conference Tables,U,214282,,,11/3/2022 19:00,YTD,900,+,2023,Purchased Services,Room/Conference Space Rental
924120,31200,101,8/29/2022 9:32,D28,J0163928,Economic Scorecard Deposit,U,212501,,,8/29/2022 9:27,YTD,1541,+,2023,Purchased Services,Rental of Bldg
924120,31230,101,8/5/2022 8:59,D1G,J0163468,June24th CSOB Ceremony JT,U,125520,,,8/5/2022 8:56,YTD,211.92,+,2023,Purchased Services,Rental of Bldg
924320,31200,101,11/8/2022 16:44,D25,J0165603,UU13892CENTalks,U,212508,,,11/8/2022 16:25,YTD,186,+,2023,Purchased Services,Rent - Equip/Tools
924320,31283,101,10/11/2022 14:23,D25,J0164889,UU13852CSBMarketing,U,212546,,,10/11/2022 14:02,YTD,40,+,2023,Purchased Services,Rent - Equip/Tools
924320,31200,101,9/27/2022 14:50,D25,J0164566,UU13830CENMixer,U,212508,,,9/27/2022 14:22,YTD,125,+,2023,Purchased Services,Rent - Equip/Tools
924320,31241,101,9/15/2022 10:17,D25,J0164316,UU13803MeetTheFirms,U,212513,,,9/15/2022 9:45,YTD,720,+,2023,Purchased Services,Rent - Equip/Tools
924320,31241,101,9/6/2022 15:38,D25,J0164124,UU13757MSADonorDinner,U,212513,,,9/6/2022 14:21,YTD,115,+,2023,Purchased Services,Rent - Equip/Tools
924320,31200,152,9/6/2022 15:38,D25,J0164124,UU13761CSBPicnic,U,152450,,,9/6/2022 14:21,YTD,50,+,2023,Purchased Services,Rent - Equip/Tools
924320,31200,152,7/12/2022 16:32,D25,J0162964,UU13706 Retirement Celebration,U,152450,,,7/12/2022 16:20,YTD,95,+,2023,Purchased Services,Rent - Equip/Tools
924350,31200,101,10/21/2022 12:11,POBC,*0035610,Batch Close PO P0169215,U,212538,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Rent - Furniture
924350,31200,101,10/21/2022 12:11,POBC,*0035610,Batch Close PO P0169215,U,212538,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Rent - Furniture
924350,31200,101,10/21/2022 12:11,POBC,*0035610,Batch Close PO P0169215,U,212538,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Rent - Furniture
924350,31200,101,10/21/2022 12:11,POBC,*0035610,Batch Close PO P0169215,U,212538,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Rent - Furniture
924350,31200,101,10/21/2022 12:11,POBC,*0035610,Batch Close PO P0169215,U,212538,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Rent - Furniture
924350,31200,101,10/4/2022 16:38,INEI,U0258784,L & L Tent and Party Rentals,U,212538,,,10/4/2022 16:36,ENC,-120,-,2023,Purchased Services,Rent - Furniture
924350,31200,101,10/4/2022 16:38,INEI,U0258784,L & L Tent and Party Rentals,U,212538,,,10/4/2022 16:36,ENC,-40,-,2023,Purchased Services,Rent - Furniture
924350,31200,101,10/4/2022 16:38,INEI,U0258784,L & L Tent and Party Rentals,U,212538,,,10/4/2022 16:36,ENC,-40,-,2023,Purchased Services,Rent - Furniture
924350,31200,101,10/4/2022 16:38,INEI,U0258784,L & L Tent and Party Rentals,U,212538,,,10/4/2022 16:36,ENC,-10,-,2023,Purchased Services,Rent - Furniture
924350,31200,101,10/4/2022 16:38,INEI,U0258784,L & L Tent and Party Rentals,U,212538,,,10/4/2022 16:36,ENC,-5,-,2023,Purchased Services,Rent - Furniture
924350,31200,101,10/4/2022 16:38,INEI,U0258784,L & L Tent and Party Rentals,U,212538,,,10/4/2022 16:36,YTD,5,+,2023,Purchased Services,Rent - Furniture
924350,31200,101,10/4/2022 16:38,INEI,U0258784,L & L Tent and Party Rentals,U,212538,,,10/4/2022 16:36,YTD,10,+,2023,Purchased Services,Rent - Furniture
924350,31200,101,10/4/2022 16:38,INEI,U0258784,L & L Tent and Party Rentals,U,212538,,,10/4/2022 16:36,YTD,40,+,2023,Purchased Services,Rent - Furniture
924350,31200,101,10/4/2022 16:38,INEI,U0258784,L & L Tent and Party Rentals,U,212538,,,10/4/2022 16:36,YTD,40,+,2023,Purchased Services,Rent - Furniture
924350,31200,101,10/4/2022 16:38,INEI,U0258784,L & L Tent and Party Rentals,U,212538,,,10/4/2022 16:36,YTD,120,+,2023,Purchased Services,Rent - Furniture
924350,31200,101,9/7/2022 11:05,PORD,P0169215,L & L Tent and Party Rentals,U,212538,,,9/7/2022 11:02,ENC,40,+,2023,Purchased Services,Rent - Furniture
924350,31200,101,9/7/2022 11:05,PORD,P0169215,L & L Tent and Party Rentals,U,212538,,,9/7/2022 11:02,ENC,5,+,2023,Purchased Services,Rent - Furniture
924350,31200,101,9/7/2022 11:05,PORD,P0169215,L & L Tent and Party Rentals,U,212538,,,9/7/2022 11:02,ENC,10,+,2023,Purchased Services,Rent - Furniture
924350,31200,101,9/7/2022 11:05,PORD,P0169215,L & L Tent and Party Rentals,U,212538,,,9/7/2022 11:02,ENC,40,+,2023,Purchased Services,Rent - Furniture
924350,31200,101,9/7/2022 11:05,PORD,P0169215,L & L Tent and Party Rentals,U,212538,,,9/7/2022 11:02,ENC,120,+,2023,Purchased Services,Rent - Furniture
924350,31260,160,10/21/2022 12:12,POBC,*0035610,Batch Close PO P0169829,U,216260,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Rent - Furniture
924350,31260,160,10/21/2022 12:12,POBC,*0035610,Batch Close PO P0169829,U,216260,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Rent - Furniture
924350,31260,160,10/21/2022 12:12,POBC,*0035610,Batch Close PO P0169829,U,216260,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Rent - Furniture
924350,31260,160,10/21/2022 12:12,POBC,*0035610,Batch Close PO P0169829,U,216260,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Rent - Furniture
924350,31260,160,10/4/2022 16:44,INEI,U0258785,L & L Tent and Party Rentals,U,216260,,,10/4/2022 16:42,ENC,-120,-,2023,Purchased Services,Rent - Furniture
924350,31260,160,10/4/2022 16:44,INEI,U0258785,L & L Tent and Party Rentals,U,216260,,,10/4/2022 16:42,ENC,-64,-,2023,Purchased Services,Rent - Furniture
924350,31260,160,10/4/2022 16:44,INEI,U0258785,L & L Tent and Party Rentals,U,216260,,,10/4/2022 16:42,ENC,-48,-,2023,Purchased Services,Rent - Furniture
924350,31260,160,10/4/2022 16:44,INEI,U0258785,L & L Tent and Party Rentals,U,216260,,,10/4/2022 16:42,ENC,-40,-,2023,Purchased Services,Rent - Furniture
924350,31260,160,10/4/2022 16:44,INEI,U0258785,L & L Tent and Party Rentals,U,216260,,,10/4/2022 16:42,YTD,40,+,2023,Purchased Services,Rent - Furniture
924350,31260,160,10/4/2022 16:44,INEI,U0258785,L & L Tent and Party Rentals,U,216260,,,10/4/2022 16:42,YTD,48,+,2023,Purchased Services,Rent - Furniture
924350,31260,160,10/4/2022 16:44,INEI,U0258785,L & L Tent and Party Rentals,U,216260,,,10/4/2022 16:42,YTD,64,+,2023,Purchased Services,Rent - Furniture
924350,31260,160,10/4/2022 16:44,INEI,U0258785,L & L Tent and Party Rentals,U,216260,,,10/4/2022 16:42,YTD,120,+,2023,Purchased Services,Rent - Furniture
924350,31260,160,9/21/2022 10:05,PORD,P0169829,L & L Tent and Party Rentals,U,216260,,,9/21/2022 10:02,ENC,40,+,2023,Purchased Services,Rent - Furniture
924350,31260,160,9/21/2022 10:05,PORD,P0169829,L & L Tent and Party Rentals,U,216260,,,9/21/2022 10:02,ENC,48,+,2023,Purchased Services,Rent - Furniture
924350,31260,160,9/21/2022 10:05,PORD,P0169829,L & L Tent and Party Rentals,U,216260,,,9/21/2022 10:02,ENC,64,+,2023,Purchased Services,Rent - Furniture
924350,31260,160,9/21/2022 10:05,PORD,P0169829,L & L Tent and Party Rentals,U,216260,,,9/21/2022 10:02,ENC,120,+,2023,Purchased Services,Rent - Furniture
924390,31200,101,10/24/2022 14:26,PORD,P0171074,Party Suppliers & Rentals,U,212501,,,10/24/2022 14:24,ENC,54,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,10/24/2022 14:26,PORD,P0171074,Party Suppliers & Rentals,U,212501,,,10/24/2022 14:24,ENC,57,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,10/24/2022 14:26,PORD,P0171074,Party Suppliers & Rentals,U,212501,,,10/24/2022 14:24,ENC,63,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,9/21/2022 9:50,PORD,P0169822,Party Suppliers & Rentals,U,212501,,,9/21/2022 9:49,ENC,0,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,9/21/2022 9:50,PORD,P0169822,Party Suppliers & Rentals,U,212501,,,9/21/2022 9:49,ENC,42,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,9/21/2022 9:50,PORD,P0169822,Party Suppliers & Rentals,U,212501,,,9/21/2022 9:49,ENC,64,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,9/21/2022 9:50,PORD,P0169822,Party Suppliers & Rentals,U,212501,,,9/21/2022 9:49,ENC,70,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,9/21/2022 9:50,PORD,P0169822,Party Suppliers & Rentals,U,212501,,,9/21/2022 9:49,ENC,76,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,9/21/2022 9:50,PORD,P0169822,Party Suppliers & Rentals,U,212501,,,9/21/2022 9:49,ENC,76,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,9/21/2022 9:50,PORD,P0169822,Party Suppliers & Rentals,U,212501,,,9/21/2022 9:49,ENC,140,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,9/21/2022 9:50,PORD,P0169822,Party Suppliers & Rentals,U,212501,,,9/21/2022 9:49,ENC,195,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,9/21/2022 9:50,PORD,P0169822,Party Suppliers & Rentals,U,212501,,,9/21/2022 9:49,ENC,585,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,9/9/2022 15:50,PORD,P0169365,Party Suppliers & Rentals,U,212501,,,9/9/2022 15:47,ENC,51,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,9/9/2022 15:50,PORD,P0169365,Party Suppliers & Rentals,U,212501,,,9/9/2022 15:47,ENC,57,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,9/9/2022 15:50,PORD,P0169365,Party Suppliers & Rentals,U,212501,,,9/9/2022 15:47,ENC,63,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,9/9/2022 15:50,PORD,P0169365,Party Suppliers & Rentals,U,212501,,,9/9/2022 15:47,ENC,80,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,9/9/2022 15:50,PORD,P0169365,Party Suppliers & Rentals,U,212501,,,9/9/2022 15:47,ENC,84,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,8/16/2022 23:32,POCL,*0035376,Close PO P0164415,U,212508,,,8/16/2022 23:31,ENC,-360,-,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,8/16/2022 23:32,POCL,*0035376,Close PO P0164415,U,212508,,,8/16/2022 23:31,ENC,-95,-,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,8/16/2022 23:32,POCL,*0035376,Close PO P0164415,U,212508,,,8/16/2022 23:31,ENC,-67.5,-,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,8/16/2022 23:32,POCL,*0035376,Close PO P0164415,U,212508,,,8/16/2022 23:31,ENC,-22.5,-,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,8/16/2022 23:32,POCL,*0035376,Close PO P0164415,U,212508,,,8/16/2022 23:31,ENC,0,-,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,7/19/2022 10:24,E090,ENCR2203,ENCUMBRANCE ROLL,U,212508,,,7/1/2022 23:59,ENC,0,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,7/19/2022 10:24,E090,ENCR2203,ENCUMBRANCE ROLL,U,212508,,,7/1/2022 23:59,ENC,22.5,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,7/19/2022 10:24,E090,ENCR2203,ENCUMBRANCE ROLL,U,212508,,,7/1/2022 23:59,ENC,67.5,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,7/19/2022 10:24,E090,ENCR2203,ENCUMBRANCE ROLL,U,212508,,,7/1/2022 23:59,ENC,95,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,101,7/19/2022 10:24,E090,ENCR2203,ENCUMBRANCE ROLL,U,212508,,,7/1/2022 23:59,ENC,360,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,152,11/21/2022 16:29,PORD,P0172126,Party Suppliers & Rentals,U,152450,,,11/21/2022 16:26,ENC,20,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,152,11/21/2022 16:29,PORD,P0172126,Party Suppliers & Rentals,U,152450,,,11/21/2022 16:26,ENC,96,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,152,11/21/2022 16:29,PORD,P0172126,Party Suppliers & Rentals,U,152450,,,11/21/2022 16:26,ENC,320,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,152,9/23/2022 15:47,PORD,P0169972,Party Suppliers & Rentals,U,152450,,,9/23/2022 15:46,ENC,7.5,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,152,9/23/2022 15:47,PORD,P0169972,Party Suppliers & Rentals,U,152450,,,9/23/2022 15:46,ENC,75,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,152,9/23/2022 15:47,PORD,P0169972,Party Suppliers & Rentals,U,152450,,,9/23/2022 15:46,ENC,85,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,152,9/23/2022 15:47,PORD,P0169972,Party Suppliers & Rentals,U,152450,,,9/23/2022 15:46,ENC,105,+,2023,Purchased Services,Rent - Misc Other Equip
924390,31200,152,9/23/2022 15:47,PORD,P0169972,Party Suppliers & Rentals,U,152450,,,9/23/2022 15:46,ENC,210,+,2023,Purchased Services,Rent - Misc Other Equip
924436,31283,101,9/6/2022 13:18,POBC,*0035435,Batch Close PO P0168532,U,125260,,,9/6/2022 0:00,ENC,0,-,2023,Purchased Services,Maint Contracts - Other EDP
924436,31283,101,9/2/2022 11:02,INEI,U0256279,Apple Computer Inc,U,125260,,,9/2/2022 11:01,ENC,-229,-,2023,Purchased Services,Maint Contracts - Other EDP
924436,31283,101,9/2/2022 11:02,INEI,U0256279,Apple Computer Inc,U,125260,,,9/2/2022 11:01,YTD,229,+,2023,Purchased Services,Maint Contracts - Other EDP
924436,31283,101,8/18/2022 13:44,PORD,P0168532,Apple Computer Inc,U,125260,,,8/18/2022 13:42,ENC,229,+,2023,Purchased Services,Maint Contracts - Other EDP
924452,31200,101,8/23/2022 14:32,JE16,F0137478,ImageNow Maintenance Renewal,U,125615,,,8/23/2022 13:00,YTD,374.38,+,2023,Purchased Services,Maint Contracts - Server Software
925110,31280,101,11/17/2022 10:44,TAL,F0139821,Neumeyer 010001166042 Neumeyer AOM,U,125200,,,11/8/2022 23:59,ENC,-700,-,2023,Travel,In-State Transport - Air
925110,31283,101,9/27/2022 9:14,TAO,F0138482,Waites 010001300808 Society for Mar,U,125260,,,9/26/2022 23:59,ENC,450,+,2023,Travel,In-State Transport - Air
925110,31280,101,3/30/2022 16:44,TAO,F0132140,Neumeyer 010001166042 Neumeyer AOM,U,125200,,,7/1/2022 0:00,ENC,700,+,2023,Travel,In-State Transport - Air
925120,31280,101,11/17/2022 10:44,TAL,F0139821,Neumeyer 010001166042 Neumeyer AOM,U,125200,,,11/8/2022 23:59,ENC,-50,-,2023,Travel,In-State Transport - Ground
925120,31230,101,11/14/2022 19:47,T09,F0139956,T4934875 Hogan,U,125520,,,11/14/2022 19:01,YTD,8.15,+,2023,Travel,In-State Transport - Ground
925120,31260,101,11/14/2022 16:44,TAO,F0139948,Cummings 010001348184 NC-PaCE Cyber,U,125400,,,11/14/2022 16:41,ENC,163.75,+,2023,Travel,In-State Transport - Ground
925120,31260,101,11/11/2022 16:47,TAA,F0139903,Cummings 010054250253 Triangle Info,U,11F016,,,11/11/2022 16:46,ENC,-163.75,-,2023,Travel,In-State Transport - Ground
925120,31260,101,11/10/2022 20:03,T08,F0139885,T5097628 Vanajakumari,U,125400,,,11/10/2022 19:01,YTD,166.34,+,2023,Travel,In-State Transport - Ground
925120,31260,101,11/10/2022 20:02,T08,F0139885,T4250253 Cummings,U,11F016,,,11/10/2022 19:01,YTD,31,+,2023,Travel,In-State Transport - Ground
925120,31260,101,11/10/2022 20:02,T08,F0139885,T4250253 Cummings,U,11F016,,,11/10/2022 19:01,YTD,161.54,+,2023,Travel,In-State Transport - Ground
925120,31230,101,11/9/2022 14:53,T08,F0139706,T4783481 Hogan,U,125520,,,11/4/2022 19:02,YTD,10,+,2023,Travel,In-State Transport - Ground
925120,31230,101,11/9/2022 14:53,T08,F0139706,T4783481 Hogan,U,125520,,,11/4/2022 19:02,YTD,17.6,+,2023,Travel,In-State Transport - Ground
925120,31230,101,11/9/2022 14:53,T08,F0139706,T4783481 Hogan,U,125520,,,11/4/2022 19:02,YTD,35.21,+,2023,Travel,In-State Transport - Ground
925120,31230,101,11/9/2022 14:53,T08,F0139706,T4783481 Hogan,U,125520,,,11/4/2022 19:02,YTD,41.8,+,2023,Travel,In-State Transport - Ground
925120,31230,101,11/7/2022 19:47,T09,F0139758,T4744503 Culley,U,141068,,,11/7/2022 19:02,YTD,13.62,+,2023,Travel,In-State Transport - Ground
925120,31230,101,11/7/2022 19:47,T09,F0139758,T4744503 Culley Enterprise,U,141068,,,11/7/2022 19:02,YTD,131.44,+,2023,Travel,In-State Transport - Ground
925120,31230,101,11/7/2022 19:47,T09,F0139758,T4744503 Culley,U,141068,,,11/7/2022 19:02,YTD,69.34,+,2023,Travel,In-State Transport - Ground
925120,31230,101,11/7/2022 19:47,T09,F0139758,T4744503 Culley,U,141068,,,11/7/2022 19:02,YTD,69.39,+,2023,Travel,In-State Transport - Ground
925120,31230,101,11/6/2022 16:44,TAA,F0139712,Hogan 010054783481 UNC Asheville /,U,125520,,,11/5/2022 23:59,ENC,-254.61,-,2023,Travel,In-State Transport - Ground
925120,31230,101,11/4/2022 19:44,T09,F0139701,T4783481 Hogan Enterprise,U,125520,,,11/4/2022 19:02,YTD,217.12,+,2023,Travel,In-State Transport - Ground
925120,31230,101,11/4/2022 16:44,TAO,F0139650,Ess 010001340776 Eastern NC Career,U,141072,,,11/3/2022 23:59,ENC,75,+,2023,Travel,In-State Transport - Ground
925120,31230,101,10/29/2022 16:44,TAO,F0139490,Culley 010001331285 NAFSA Conferenc,U,141072,,,10/28/2022 23:59,ENC,300,+,2023,Travel,In-State Transport - Ground
925120,31230,101,10/28/2022 16:44,TAO,F0139440,Hogan 010001332915 UNC Asheville /,U,125520,,,10/27/2022 23:59,ENC,8.15,+,2023,Travel,In-State Transport - Ground
925120,31283,101,10/26/2022 16:44,TAO,F0139340,Barnes 010001329991 Society for Mar,U,125260,,,10/24/2022 23:59,ENC,252.5,+,2023,Travel,In-State Transport - Ground
925120,31230,101,10/26/2022 7:02,T09,F0139220,T4509463 Hogan Enterprise,U,125520,,,10/20/2022 19:01,YTD,87.62,+,2023,Travel,In-State Transport - Ground
925120,31230,101,10/24/2022 16:44,TAA,F0139301,Hogan 010054509463 ECU Recruiting E,U,125520,,,10/21/2022 23:59,ENC,-130.28,-,2023,Travel,In-State Transport - Ground
925120,31260,101,10/24/2022 16:44,TAO,F0139311,Vanajakumari 010001326117 NCSU Conf,U,125400,,,10/23/2022 23:59,ENC,165,+,2023,Travel,In-State Transport - Ground
925120,31230,101,10/20/2022 19:50,T08,F0139231,T4509463 Hogan,U,125520,,,10/20/2022 19:01,YTD,42.66,+,2023,Travel,In-State Transport - Ground
925120,31200,101,10/20/2022 16:44,TAO,F0139197,Kesler 010001326461 SOACE Conferenc,U,125615,,,10/19/2022 23:59,ENC,135,+,2023,Travel,In-State Transport - Ground
925120,31230,101,10/19/2022 6:50,TAO,F0139121,Culley 010001320634 Metrolina Recru,U,141068,,,10/17/2022 23:59,ENC,150,+,2023,Travel,In-State Transport - Ground
925120,31260,101,10/11/2022 13:14,T08,F0138858,T4083295 Clark,U,11F016,,,10/7/2022 19:01,YTD,91.9,+,2023,Travel,In-State Transport - Ground
925120,31230,101,10/11/2022 13:14,T08,F0138858,T4208525 Smith,U,141068,,,10/7/2022 19:01,YTD,15.98,+,2023,Travel,In-State Transport - Ground
925120,31230,101,10/11/2022 13:14,T08,F0138858,T4208525 Smith,U,141068,,,10/7/2022 19:01,YTD,28.49,+,2023,Travel,In-State Transport - Ground
925120,31260,101,10/9/2022 16:44,TAA,F0138862,Clark 010054083295 Triangle InfoSec,U,11F016,,,10/8/2022 23:59,ENC,-200,-,2023,Travel,In-State Transport - Ground
925120,31230,101,10/9/2022 16:44,TAA,F0138862,Smith 010054208525 Rental Car for W,U,141068,,,10/8/2022 23:59,ENC,-88.28,-,2023,Travel,In-State Transport - Ground
925120,31260,101,10/7/2022 19:41,T09,F0138853,T4083295 Clark Enterprise,U,11F016,,,10/7/2022 19:01,YTD,144.52,+,2023,Travel,In-State Transport - Ground
925120,31230,101,10/7/2022 19:41,T09,F0138853,T4208525 Smith Enterprise,U,141068,,,10/7/2022 19:01,YTD,43.81,+,2023,Travel,In-State Transport - Ground
925120,31260,101,10/5/2022 16:44,TAL,F0138749,Greer 010054137310 Triangle InfoSec,U,11F016,,,10/4/2022 23:59,ENC,-150,-,2023,Travel,In-State Transport - Ground
925120,31260,101,10/4/2022 9:41,T09,F0138711,T4137310 Greer Enterprise,U,11F016,,,10/3/2022 19:01,YTD,144.52,+,2023,Travel,In-State Transport - Ground
925120,31260,101,9/28/2022 19:42,T08,F0138589,T4228796 Greer,U,11F016,,,9/28/2022 19:01,YTD,48.63,+,2023,Travel,In-State Transport - Ground
925120,31283,101,9/27/2022 9:14,TAO,F0138482,Waites 010001300808 Society for Mar,U,125260,,,9/26/2022 23:59,ENC,80,+,2023,Travel,In-State Transport - Ground
925120,31260,101,9/21/2022 16:44,TAO,F0138379,Greer 010001297522 Triangle InfoSec,U,11F016,,,9/20/2022 23:59,ENC,150,+,2023,Travel,In-State Transport - Ground
925120,31230,101,9/15/2022 16:44,TAO,F0138213,Hogan 010001292076 UNC Asheville Re,U,125520,,,9/13/2022 23:59,ENC,300,+,2023,Travel,In-State Transport - Ground
925120,31230,101,9/15/2022 16:44,TAO,F0138127,Hogan 010001291680 ECU Recruiting E,U,125520,,,9/12/2022 23:59,ENC,200,+,2023,Travel,In-State Transport - Ground
925120,31260,101,9/1/2022 16:44,TAO,F0137819,Clark 010001281373 Triangle InfoSec,U,11F016,,,8/31/2022 23:59,ENC,200,+,2023,Travel,In-State Transport - Ground
925120,31230,101,9/1/2022 16:44,TAO,F0137819,Smith 010001278826 Grad School Expo,U,141068,,,8/31/2022 23:59,ENC,100,+,2023,Travel,In-State Transport - Ground
925120,31241,101,8/31/2022 23:17,TAL,F0137798,Mautz 010001216213 NC State BRD of,U,125100,,,8/30/2022 23:59,ENC,-7.38,-,2023,Travel,In-State Transport - Ground
925120,31260,101,8/18/2022 16:44,TAO,F0137319,Cummings 010001270644 Triangle Info,U,11F016,,,8/17/2022 23:59,ENC,163.75,+,2023,Travel,In-State Transport - Ground
925120,31200,101,8/11/2022 16:44,TAL,F0137074,Emma 010001226457 Greg Emma Moving,U,212503,,,8/10/2022 23:59,ENC,-255,-,2023,Travel,In-State Transport - Ground
925120,31280,101,7/25/2022 10:50,TAL,F0136498,Galbraith 010001167494 Galbraith Pr,U,125200,,,7/22/2022 23:59,ENC,-900,-,2023,Travel,In-State Transport - Ground
925120,31280,101,7/22/2022 21:32,TAL,F0136020,Galbraith 010001079731 NCEEC Spring,U,212516,,,7/10/2022 23:59,ENC,-150,-,2023,Travel,In-State Transport - Ground
925120,31280,101,7/22/2022 21:23,TAL,F0136006,Schach 010001166448 Schach NCEEC Co,U,125200,,,7/8/2022 23:59,ENC,-275,-,2023,Travel,In-State Transport - Ground
925120,31280,101,7/22/2022 21:23,TAL,F0136006,Magnus 010001158718 Magnus NCEEC Co,U,125200,,,7/8/2022 23:59,ENC,-13.54,-,2023,Travel,In-State Transport - Ground
925120,31280,101,7/22/2022 21:23,TAL,F0136006,Russell 010001159595 Russell NCEEC,U,125200,,,7/8/2022 23:59,ENC,-0.85,-,2023,Travel,In-State Transport - Ground
925120,31280,101,7/22/2022 21:23,TAL,F0136006,Stiles 010001157781 Stiles NCEEC Co,U,125200,,,7/8/2022 23:59,ENC,-275,-,2023,Travel,In-State Transport - Ground
925120,31280,101,7/22/2022 21:23,TAL,F0136006,Galbraith 010001157769 Galbraith NC,U,125200,,,7/8/2022 23:59,ENC,-11.54,-,2023,Travel,In-State Transport - Ground
925120,31280,101,7/19/2022 10:24,E090,ENCR2203,ENCUMBRANCE ROLL,U,212516,,,7/1/2022 23:59,ENC,150,+,2023,Travel,In-State Transport - Ground
925120,31200,101,7/19/2022 10:24,E090,ENCR2203,ENCUMBRANCE ROLL,U,212503,,,7/1/2022 23:59,ENC,255,+,2023,Travel,In-State Transport - Ground
925120,31250,101,7/19/2022 10:21,E090,ENCR2202,ENCUMBRANCE ROLL,U,125300,,,7/1/2022 23:59,ENC,0,+,2023,Travel,In-State Transport - Ground
925120,31280,101,7/19/2022 10:21,E090,ENCR2201,ENCUMBRANCE ROLL,U,125200,,,7/1/2022 23:59,ENC,900,+,2023,Travel,In-State Transport - Ground
925120,31280,101,7/19/2022 10:21,E090,ENCR2201,ENCUMBRANCE ROLL,U,125200,,,7/1/2022 23:59,ENC,0.85,+,2023,Travel,In-State Transport - Ground
925120,31280,101,7/19/2022 10:21,E090,ENCR2201,ENCUMBRANCE ROLL,U,125200,,,7/1/2022 23:59,ENC,13.54,+,2023,Travel,In-State Transport - Ground
925120,31280,101,7/19/2022 10:21,E090,ENCR2201,ENCUMBRANCE ROLL,U,125200,,,7/1/2022 23:59,ENC,275,+,2023,Travel,In-State Transport - Ground
925120,31280,101,7/19/2022 10:21,E090,ENCR2201,ENCUMBRANCE ROLL,U,125200,,,7/1/2022 23:59,ENC,11.54,+,2023,Travel,In-State Transport - Ground
925120,31280,101,7/19/2022 10:21,E090,ENCR2201,ENCUMBRANCE ROLL,U,125200,,,7/1/2022 23:59,ENC,275,+,2023,Travel,In-State Transport - Ground
