Account,Organization,Program,Transaction Date,Type,Document,Description,Commit Type,Fund,Column1,Column2,Activity Date,Field,Amount,Increase/Decrease,FY,Account Category,Account Desc
918400,31241,101,9/23/2022 14:37,HRB,F0138431,HR Payroll 2022 1R 9 0,U,625007,,,9/30/2022 0:00,YTD,115.2,+,2023,Benefits,Optional Retirement 
918400,31200,101,9/23/2022 14:37,HRB,F0138431,HR Payroll 2022 1R 9 0,U,625090,,,9/30/2022 0:00,YTD,249.46,+,2023,Benefits,Optional Retirement 
918400,31241,101,9/23/2022 14:37,HRB,F0138431,HR Payroll 2022 1R 9 0,U,625001,,,9/30/2022 0:00,YTD,345.63,+,2023,Benefits,Optional Retirement 
918400,31241,101,9/23/2022 14:37,HRB,F0138431,HR Payroll 2022 1R 9 0,U,621140,,,9/30/2022 0:00,YTD,230.42,+,2023,Benefits,Optional Retirement 
918400,31241,101,9/23/2022 14:37,HRB,F0138431,HR Payroll 2022 1R 9 0,U,212513,,,9/30/2022 0:00,YTD,115.18,+,2023,Benefits,Optional Retirement 
918400,31283,101,9/23/2022 14:37,HRB,F0138431,HR Payroll 2022 1R 9 0,U,212546,,,9/30/2022 0:00,YTD,230.42,+,2023,Benefits,Optional Retirement 
918400,31210,101,9/23/2022 14:37,HRB,F0138431,HR Payroll 2022 1R 9 0,U,212530,,,9/30/2022 0:00,YTD,2555.78,+,2023,Benefits,Optional Retirement 
918400,31230,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,141072,,,9/30/2022 0:00,YTD,207.45,+,2023,Benefits,Optional Retirement 
918400,31230,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,141071,,,9/30/2022 0:00,YTD,1410.65,+,2023,Benefits,Optional Retirement 
918400,31230,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,141068,,,9/30/2022 0:00,YTD,5591.89,+,2023,Benefits,Optional Retirement 
918400,31200,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,125620,,,9/30/2022 0:00,YTD,143.85,+,2023,Benefits,Optional Retirement 
918400,31200,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,125981,,,9/30/2022 0:00,YTD,12558.92,+,2023,Benefits,Optional Retirement 
918400,31230,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,125520,,,9/30/2022 0:00,YTD,115.21,+,2023,Benefits,Optional Retirement 
918400,31230,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,125530,,,9/30/2022 0:00,YTD,115.21,+,2023,Benefits,Optional Retirement 
918400,31200,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,125601,,,9/30/2022 0:00,YTD,115.22,+,2023,Benefits,Optional Retirement 
918400,31260,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,125400,,,9/30/2022 0:00,YTD,25875.25,+,2023,Benefits,Optional Retirement 
918400,31280,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,125200,,,9/30/2022 0:00,YTD,14891.5,+,2023,Benefits,Optional Retirement 
918400,31283,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,125260,,,9/30/2022 0:00,YTD,15951.7,+,2023,Benefits,Optional Retirement 
918400,31250,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,125300,,,9/30/2022 0:00,YTD,20306.27,+,2023,Benefits,Optional Retirement 
918400,31241,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,125100,,,9/30/2022 0:00,YTD,16851.23,+,2023,Benefits,Optional Retirement 
918400,31280,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,11F013,,,9/30/2022 0:00,YTD,3072.15,+,2023,Benefits,Optional Retirement 
918400,31241,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,11F014,,,9/30/2022 0:00,YTD,3435.38,+,2023,Benefits,Optional Retirement 
918400,31260,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,11F016,,,9/30/2022 0:00,YTD,4284.32,+,2023,Benefits,Optional Retirement 
918400,31230,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,11F015,,,9/30/2022 0:00,YTD,13724.41,+,2023,Benefits,Optional Retirement 
918400,31250,101,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,11F011,,,9/30/2022 0:00,YTD,4554.19,+,2023,Benefits,Optional Retirement 
918400,31200,101,8/24/2022 14:39,HRB,F0137523,HR Payroll 2022 1R 8 0,U,637020,,,8/31/2022 0:00,YTD,138.59,+,2023,Benefits,Optional Retirement 
918400,31200,101,8/24/2022 14:39,HRB,F0137523,HR Payroll 2022 1R 8 0,U,625100,,,8/31/2022 0:00,YTD,310.93,+,2023,Benefits,Optional Retirement 
918400,31200,101,8/24/2022 14:39,HRB,F0137523,HR Payroll 2022 1R 8 0,U,625090,,,8/31/2022 0:00,YTD,257.91,+,2023,Benefits,Optional Retirement 
918400,31241,101,8/24/2022 14:39,HRB,F0137523,HR Payroll 2022 1R 8 0,U,625007,,,8/31/2022 0:00,YTD,115.2,+,2023,Benefits,Optional Retirement 
918400,31241,101,8/24/2022 14:39,HRB,F0137523,HR Payroll 2022 1R 8 0,U,625001,,,8/31/2022 0:00,YTD,345.61,+,2023,Benefits,Optional Retirement 
918400,31241,101,8/24/2022 14:39,HRB,F0137523,HR Payroll 2022 1R 8 0,U,621140,,,8/31/2022 0:00,YTD,230.38,+,2023,Benefits,Optional Retirement 
918400,31260,101,8/24/2022 14:39,HRB,F0137523,HR Payroll 2022 1R 8 0,U,584950,,,8/31/2022 0:00,YTD,2053.08,+,2023,Benefits,Optional Retirement 
918400,31283,101,8/24/2022 14:39,HRB,F0137523,HR Payroll 2022 1R 8 0,U,212546,,,8/31/2022 0:00,YTD,230.41,+,2023,Benefits,Optional Retirement 
918400,31241,101,8/24/2022 14:39,HRB,F0137523,HR Payroll 2022 1R 8 0,U,212513,,,8/31/2022 0:00,YTD,115.2,+,2023,Benefits,Optional Retirement 
918400,31230,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,141072,,,8/31/2022 0:00,YTD,207.45,+,2023,Benefits,Optional Retirement 
918400,31230,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,141071,,,8/31/2022 0:00,YTD,1518.53,+,2023,Benefits,Optional Retirement 
918400,31230,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,141068,,,8/31/2022 0:00,YTD,8520.02,+,2023,Benefits,Optional Retirement 
918400,31200,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,125620,,,8/31/2022 0:00,YTD,143.84,+,2023,Benefits,Optional Retirement 
918400,31200,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,125981,,,8/31/2022 0:00,YTD,14206.16,+,2023,Benefits,Optional Retirement 
918400,31230,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,125520,,,8/31/2022 0:00,YTD,115.21,+,2023,Benefits,Optional Retirement 
918400,31200,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,125601,,,8/31/2022 0:00,YTD,115.21,+,2023,Benefits,Optional Retirement 
918400,31230,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,125530,,,8/31/2022 0:00,YTD,115.21,+,2023,Benefits,Optional Retirement 
918400,31260,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,125400,,,8/31/2022 0:00,YTD,28712.87,+,2023,Benefits,Optional Retirement 
918400,31283,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,125260,,,8/31/2022 0:00,YTD,17353.81,+,2023,Benefits,Optional Retirement 
918400,31250,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,125300,,,8/31/2022 0:00,YTD,23829.96,+,2023,Benefits,Optional Retirement 
918400,31280,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,125200,,,8/31/2022 0:00,YTD,17971.81,+,2023,Benefits,Optional Retirement 
918400,31241,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,125100,,,8/31/2022 0:00,YTD,19370.98,+,2023,Benefits,Optional Retirement 
918400,31260,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,11F016,,,8/31/2022 0:00,YTD,6400.45,+,2023,Benefits,Optional Retirement 
918400,31280,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,11F013,,,8/31/2022 0:00,YTD,3176.01,+,2023,Benefits,Optional Retirement 
918400,31241,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,11F014,,,8/31/2022 0:00,YTD,3551.54,+,2023,Benefits,Optional Retirement 
918400,31230,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,11F015,,,8/31/2022 0:00,YTD,12661.16,+,2023,Benefits,Optional Retirement 
918400,31250,101,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,11F011,,,8/31/2022 0:00,YTD,5119.24,+,2023,Benefits,Optional Retirement 
918400,31200,101,7/22/2022 14:32,HRB,F0136486,HR Payroll 2022 1R 7 1,U,625100,,,7/22/2022 23:59,YTD,-182.74,-,2023,Benefits,Optional Retirement 
918400,31260,101,7/22/2022 14:32,HRB,F0136486,HR Payroll 2022 1R 7 1,U,125400,,,7/22/2022 23:59,YTD,-1607.07,-,2023,Benefits,Optional Retirement 
918400,31200,101,7/22/2022 12:39,HRB,F0136476,HR Payroll 2022 1R 7 0,U,637020,,,7/29/2022 0:00,YTD,135.17,+,2023,Benefits,Optional Retirement 
918400,31200,101,7/22/2022 12:39,HRB,F0136476,HR Payroll 2022 1R 7 0,U,625100,,,7/29/2022 0:00,YTD,481.13,+,2023,Benefits,Optional Retirement 
918400,31241,101,7/22/2022 12:39,HRB,F0136476,HR Payroll 2022 1R 7 0,U,625007,,,7/29/2022 0:00,YTD,115.49,+,2023,Benefits,Optional Retirement 
918400,31200,101,7/22/2022 12:39,HRB,F0136476,HR Payroll 2022 1R 7 0,U,625090,,,7/29/2022 0:00,YTD,241.02,+,2023,Benefits,Optional Retirement 
918400,31241,101,7/22/2022 12:39,HRB,F0136476,HR Payroll 2022 1R 7 0,U,625001,,,7/29/2022 0:00,YTD,346.44,+,2023,Benefits,Optional Retirement 
918400,31241,101,7/22/2022 12:39,HRB,F0136476,HR Payroll 2022 1R 7 0,U,621140,,,7/29/2022 0:00,YTD,230.97,+,2023,Benefits,Optional Retirement 
918400,31241,101,7/22/2022 12:38,HRB,F0136476,HR Payroll 2022 1R 7 0,U,212513,,,7/29/2022 0:00,YTD,115.48,+,2023,Benefits,Optional Retirement 
918400,31283,101,7/22/2022 12:38,HRB,F0136476,HR Payroll 2022 1R 7 0,U,212546,,,7/29/2022 0:00,YTD,230.97,+,2023,Benefits,Optional Retirement 
918400,31230,101,7/22/2022 12:37,HRB,F0136476,HR Payroll 2022 1R 7 0,U,141072,,,7/29/2022 0:00,YTD,207.45,+,2023,Benefits,Optional Retirement 
918400,31230,101,7/22/2022 12:37,HRB,F0136476,HR Payroll 2022 1R 7 0,U,141071,,,7/29/2022 0:00,YTD,2210.03,+,2023,Benefits,Optional Retirement 
918400,31230,101,7/22/2022 12:37,HRB,F0136476,HR Payroll 2022 1R 7 0,U,141068,,,7/29/2022 0:00,YTD,4409.17,+,2023,Benefits,Optional Retirement 
918400,31200,101,7/22/2022 12:37,HRB,F0136476,HR Payroll 2022 1R 7 0,U,125601,,,7/29/2022 0:00,YTD,115.48,+,2023,Benefits,Optional Retirement 
918400,31200,101,7/22/2022 12:37,HRB,F0136476,HR Payroll 2022 1R 7 0,U,125620,,,7/29/2022 0:00,YTD,145.21,+,2023,Benefits,Optional Retirement 
918400,31200,101,7/22/2022 12:37,HRB,F0136476,HR Payroll 2022 1R 7 0,U,125981,,,7/29/2022 0:00,YTD,12986.68,+,2023,Benefits,Optional Retirement 
918400,31230,101,7/22/2022 12:37,HRB,F0136476,HR Payroll 2022 1R 7 0,U,125520,,,7/29/2022 0:00,YTD,115.48,+,2023,Benefits,Optional Retirement 
918400,31230,101,7/22/2022 12:37,HRB,F0136476,HR Payroll 2022 1R 7 0,U,125530,,,7/29/2022 0:00,YTD,115.48,+,2023,Benefits,Optional Retirement 
918400,31250,101,7/22/2022 12:37,HRB,F0136476,HR Payroll 2022 1R 7 0,U,125300,,,7/29/2022 0:00,YTD,22326.58,+,2023,Benefits,Optional Retirement 
918400,31260,101,7/22/2022 12:37,HRB,F0136476,HR Payroll 2022 1R 7 0,U,125400,,,7/29/2022 0:00,YTD,27087.16,+,2023,Benefits,Optional Retirement 
918400,31283,101,7/22/2022 12:37,HRB,F0136476,HR Payroll 2022 1R 7 0,U,125260,,,7/29/2022 0:00,YTD,16126.82,+,2023,Benefits,Optional Retirement 
918400,31280,101,7/22/2022 12:37,HRB,F0136476,HR Payroll 2022 1R 7 0,U,125200,,,7/29/2022 0:00,YTD,16731.89,+,2023,Benefits,Optional Retirement 
918400,31241,101,7/22/2022 12:37,HRB,F0136476,HR Payroll 2022 1R 7 0,U,125100,,,7/29/2022 0:00,YTD,18162.5,+,2023,Benefits,Optional Retirement 
918400,31260,101,7/22/2022 12:36,HRB,F0136476,HR Payroll 2022 1R 7 0,U,11F016,,,7/29/2022 0:00,YTD,6184.74,+,2023,Benefits,Optional Retirement 
918400,31230,101,7/22/2022 12:36,HRB,F0136476,HR Payroll 2022 1R 7 0,U,11F015,,,7/29/2022 0:00,YTD,12327.07,+,2023,Benefits,Optional Retirement 
918400,31280,101,7/22/2022 12:36,HRB,F0136476,HR Payroll 2022 1R 7 0,U,11F013,,,7/29/2022 0:00,YTD,2968.27,+,2023,Benefits,Optional Retirement 
918400,31241,101,7/22/2022 12:36,HRB,F0136476,HR Payroll 2022 1R 7 0,U,11F014,,,7/29/2022 0:00,YTD,3319.2,+,2023,Benefits,Optional Retirement 
918400,31250,101,7/22/2022 12:36,HRB,F0136476,HR Payroll 2022 1R 7 0,U,11F011,,,7/29/2022 0:00,YTD,4819.24,+,2023,Benefits,Optional Retirement 
918400,31211,103,11/22/2022 14:04,HRB,F0140106,HR Payroll 2022 1R 11 0,U,214282,,,11/30/2022 0:00,YTD,2050.06,+,2023,Benefits,Optional Retirement 
918400,31230,103,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,139020,,,11/30/2022 0:00,YTD,2426.95,+,2023,Benefits,Optional Retirement 
918400,31230,103,11/4/2022 10:35,R03,F0139660,Est Prog 103 Carryforward in FY23,U,139020,,,11/4/2022 9:00,OBD,26174,+,2023,Benefits,Optional Retirement 
918400,31211,103,10/21/2022 16:37,HRB,F0139246,HR Payroll 2022 1R 10 0,U,214282,,,10/31/2022 0:00,YTD,982.74,+,2023,Benefits,Optional Retirement 
918400,31230,103,10/21/2022 16:36,HRB,F0139246,HR Payroll 2022 1R 10 0,U,139020,,,10/31/2022 0:00,YTD,1597.15,+,2023,Benefits,Optional Retirement 
918400,31211,103,9/23/2022 14:37,HRB,F0138431,HR Payroll 2022 1R 9 0,U,214282,,,9/30/2022 0:00,YTD,2531.7,+,2023,Benefits,Optional Retirement 
918400,31230,103,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,139020,,,9/30/2022 0:00,YTD,1821.89,+,2023,Benefits,Optional Retirement 
918400,31211,103,8/24/2022 14:39,HRB,F0137523,HR Payroll 2022 1R 8 0,U,214282,,,8/31/2022 0:00,YTD,429.82,+,2023,Benefits,Optional Retirement 
918400,31230,103,8/24/2022 14:37,HRB,F0137523,HR Payroll 2022 1R 8 0,U,139020,,,8/31/2022 0:00,YTD,1285.99,+,2023,Benefits,Optional Retirement 
918400,31211,103,7/22/2022 12:39,HRB,F0136476,HR Payroll 2022 1R 7 0,U,214282,,,7/29/2022 0:00,YTD,401.65,+,2023,Benefits,Optional Retirement 
918400,31230,103,7/22/2022 12:37,HRB,F0136476,HR Payroll 2022 1R 7 0,U,139020,,,7/29/2022 0:00,YTD,2011.91,+,2023,Benefits,Optional Retirement 
918400,31283,110,10/21/2022 16:38,HRB,F0139246,HR Payroll 2022 1R 10 0,U,585200,,,10/31/2022 0:00,YTD,2918.41,+,2023,Benefits,Optional Retirement 
918400,31250,110,8/24/2022 14:39,HRB,F0137523,HR Payroll 2022 1R 8 0,U,584390,,,8/31/2022 0:00,YTD,2173.45,+,2023,Benefits,Optional Retirement 
918400,31250,110,7/22/2022 12:39,HRB,F0136476,HR Payroll 2022 1R 7 0,U,584390,,,7/29/2022 0:00,YTD,2173.46,+,2023,Benefits,Optional Retirement 
918400,31250,110,7/22/2022 12:39,HRB,F0136476,HR Payroll 2022 1R 7 0,U,580760,,,7/29/2022 0:00,YTD,6344.37,+,2023,Benefits,Optional Retirement 
918400,31260,110,7/19/2022 12:09,J020,BDRL2201,BUDGET CARRY FORWARD,U,582290,,,7/1/2022 23:59,OBD,-7389.72,-,2023,Benefits,Optional Retirement 
918400,31250,110,7/19/2022 12:08,J020,BDRL2201,BUDGET CARRY FORWARD,U,580760,,,7/1/2022 23:59,OBD,-5479.67,-,2023,Benefits,Optional Retirement 
918400,31291,142,11/22/2022 14:05,HRB,F0140106,HR Payroll 2022 1R 11 0,U,583320,,,11/30/2022 0:00,YTD,572.57,+,2023,Benefits,Optional Retirement 
918400,31291,142,11/22/2022 14:05,HRB,F0140106,HR Payroll 2022 1R 11 0,U,582910,,,11/30/2022 0:00,YTD,635.73,+,2023,Benefits,Optional Retirement 
918400,31291,142,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,142213,,,11/30/2022 0:00,YTD,1341.43,+,2023,Benefits,Optional Retirement 
918400,31291,142,10/21/2022 16:37,HRB,F0139246,HR Payroll 2022 1R 10 0,U,583320,,,10/31/2022 0:00,YTD,572.57,+,2023,Benefits,Optional Retirement 
918400,31291,142,10/21/2022 16:37,HRB,F0139246,HR Payroll 2022 1R 10 0,U,582910,,,10/31/2022 0:00,YTD,635.73,+,2023,Benefits,Optional Retirement 
918400,31291,142,9/27/2022 12:32,HRB,F0138534,HR Payroll 2022 1R 8 2,U,584990,,,9/27/2022 23:59,YTD,591.92,+,2023,Benefits,Optional Retirement 
918400,31291,142,9/27/2022 12:32,HRB,F0138534,HR Payroll 2022 1R 8 1,U,583320,,,9/27/2022 23:59,YTD,-591.92,-,2023,Benefits,Optional Retirement 
918400,31291,142,9/27/2022 12:32,HRB,F0138533,HR Payroll 2022 1R 7 1,U,583320,,,9/27/2022 23:59,YTD,-553.2,-,2023,Benefits,Optional Retirement 
918400,31291,142,9/27/2022 12:32,HRB,F0138533,HR Payroll 2022 1R 7 2,U,584990,,,9/27/2022 23:59,YTD,553.2,+,2023,Benefits,Optional Retirement 
918400,31291,142,9/23/2022 14:37,HRB,F0138431,HR Payroll 2022 1R 9 0,U,583320,,,9/30/2022 0:00,YTD,572.57,+,2023,Benefits,Optional Retirement 
918400,31291,142,9/23/2022 14:37,HRB,F0138431,HR Payroll 2022 1R 9 0,U,582910,,,9/30/2022 0:00,YTD,635.73,+,2023,Benefits,Optional Retirement 
918400,31291,142,8/24/2022 14:39,HRB,F0137523,HR Payroll 2022 1R 8 0,U,583320,,,8/31/2022 0:00,YTD,591.92,+,2023,Benefits,Optional Retirement 
918400,31291,142,8/24/2022 14:39,HRB,F0137523,HR Payroll 2022 1R 8 0,U,582910,,,8/31/2022 0:00,YTD,657.17,+,2023,Benefits,Optional Retirement 
918400,31291,142,7/22/2022 12:39,HRB,F0136476,HR Payroll 2022 1R 7 0,U,583320,,,7/29/2022 0:00,YTD,553.2,+,2023,Benefits,Optional Retirement 
918400,31291,142,7/22/2022 12:39,HRB,F0136476,HR Payroll 2022 1R 7 0,U,582910,,,7/29/2022 0:00,YTD,614.24,+,2023,Benefits,Optional Retirement 
918400,31260,142,7/19/2022 12:12,J020,BDRL2201,BUDGET CARRY FORWARD,U,584030,,,7/1/2022 23:59,OBD,-1785.72,-,2023,Benefits,Optional Retirement 
918400,31291,142,7/19/2022 12:11,J020,BDRL2201,BUDGET CARRY FORWARD,U,583320,,,7/1/2022 23:59,OBD,-5868.91,-,2023,Benefits,Optional Retirement 
918400,31291,142,7/19/2022 12:10,J020,BDRL2201,BUDGET CARRY FORWARD,U,582910,,,7/1/2022 23:59,OBD,-8809.85,-,2023,Benefits,Optional Retirement 
918400,31291,142,7/19/2022 12:09,J020,BDRL2201,BUDGET CARRY FORWARD,U,581980,,,7/1/2022 23:59,OBD,-11023.68,-,2023,Benefits,Optional Retirement 
918400,31200,152,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,152450,,,11/30/2022 0:00,YTD,1453.81,+,2023,Benefits,Optional Retirement 
918400,31200,152,11/9/2022 14:35,HRB,F0139797,HR Payroll 2022 1X 10 0,U,152450,,,11/15/2022 0:00,YTD,125.16,+,2023,Benefits,Optional Retirement 
918400,31230,152,10/21/2022 16:37,HRB,F0139246,HR Payroll 2022 1R 10 0,U,215301,,,10/31/2022 0:00,YTD,587.77,+,2023,Benefits,Optional Retirement 
918400,31200,152,10/21/2022 16:36,HRB,F0139246,HR Payroll 2022 1R 10 0,U,152450,,,10/31/2022 0:00,YTD,1928.2,+,2023,Benefits,Optional Retirement 
918400,31200,152,9/23/2022 14:36,HRB,F0138431,HR Payroll 2022 1R 9 0,U,152450,,,9/30/2022 0:00,YTD,1928.21,+,2023,Benefits,Optional Retirement 
918400,31200,152,8/24/2022 14:38,HRB,F0137523,HR Payroll 2022 1R 8 0,U,152450,,,8/31/2022 0:00,YTD,1993.46,+,2023,Benefits,Optional Retirement 
918400,31200,152,7/22/2022 12:38,HRB,F0136476,HR Payroll 2022 1R 7 0,U,152450,,,7/29/2022 0:00,YTD,1863,+,2023,Benefits,Optional Retirement 
918600,31200,101,11/22/2022 14:05,HRB,F0140106,HR Payroll 2022 1R 11 0,U,625100,,,11/30/2022 0:00,YTD,65.5,+,2023,Benefits,Medical Insurance   
918600,31200,101,11/22/2022 14:05,HRB,F0140106,HR Payroll 2022 1R 11 0,U,625090,,,11/30/2022 0:00,YTD,79.43,+,2023,Benefits,Medical Insurance   
918600,31241,101,11/22/2022 14:05,HRB,F0140106,HR Payroll 2022 1R 11 0,U,625010,,,11/30/2022 0:00,YTD,129.51,+,2023,Benefits,Medical Insurance   
918600,31230,101,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,141068,,,11/30/2022 0:00,YTD,947.58,+,2023,Benefits,Medical Insurance   
918600,31200,101,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,141022,,,11/30/2022 0:00,YTD,532.91,+,2023,Benefits,Medical Insurance   
918600,31200,101,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,125601,,,11/30/2022 0:00,YTD,463.09,+,2023,Benefits,Medical Insurance   
918600,31200,101,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,125981,,,11/30/2022 0:00,YTD,13620.16,+,2023,Benefits,Medical Insurance   
918600,31250,101,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,125300,,,11/30/2022 0:00,YTD,9070.04,+,2023,Benefits,Medical Insurance   
918600,31260,101,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,125400,,,11/30/2022 0:00,YTD,10556.81,+,2023,Benefits,Medical Insurance   
918600,31280,101,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,125200,,,11/30/2022 0:00,YTD,6399.17,+,2023,Benefits,Medical Insurance   
918600,31241,101,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,125100,,,11/30/2022 0:00,YTD,7644.81,+,2023,Benefits,Medical Insurance   
918600,31283,101,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,125260,,,11/30/2022 0:00,YTD,7774.32,+,2023,Benefits,Medical Insurance   
918600,31260,101,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,11F016,,,11/30/2022 0:00,YTD,647.86,+,2023,Benefits,Medical Insurance   
918600,31241,101,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,11F014,,,11/30/2022 0:00,YTD,1295.72,+,2023,Benefits,Medical Insurance   
918600,31230,101,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,11F015,,,11/30/2022 0:00,YTD,7126.46,+,2023,Benefits,Medical Insurance   
918600,31280,101,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,11F013,,,11/30/2022 0:00,YTD,1295.72,+,2023,Benefits,Medical Insurance   
918600,31250,101,11/22/2022 14:03,HRB,F0140106,HR Payroll 2022 1R 11 0,U,11F011,,,11/30/2022 0:00,YTD,1687.03,+,2023,Benefits,Medical Insurance   
918600,31241,101,10/28/2022 10:36,HRB,F0139456,HR Payroll 2022 1R 9 2,U,125100,,,10/28/2022 23:59,YTD,647.86,+,2023,Benefits,Medical Insurance   
918600,31241,101,10/28/2022 10:36,HRB,F0139456,HR Payroll 2022 1R 9 1,U,125100,,,10/28/2022 23:59,YTD,-647.86,-,2023,Benefits,Medical Insurance   
918600,31241,101,10/28/2022 10:35,HRB,F0139455,HR Payroll 2022 1R 8 2,U,125100,,,10/28/2022 23:59,YTD,647.86,+,2023,Benefits,Medical Insurance   
918600,31241,101,10/28/2022 10:35,HRB,F0139455,HR Payroll 2022 1R 8 1,U,125100,,,10/28/2022 23:59,YTD,-647.86,-,2023,Benefits,Medical Insurance   
918600,31241,101,10/28/2022 10:35,HRB,F0139454,HR Payroll 2022 1R 7 2,U,125100,,,10/28/2022 23:59,YTD,647.86,+,2023,Benefits,Medical Insurance   
918600,31241,101,10/28/2022 10:35,HRB,F0139454,HR Payroll 2022 1R 7 1,U,125100,,,10/28/2022 23:59,YTD,-647.86,-,2023,Benefits,Medical Insurance   
918600,31200,101,10/21/2022 16:38,HRB,F0139246,HR Payroll 2022 1R 10 0,U,637020,,,10/31/2022 0:00,YTD,59.73,+,2023,Benefits,Medical Insurance   
918600,31200,101,10/21/2022 16:38,HRB,F0139246,HR Payroll 2022 1R 10 0,U,625100,,,10/31/2022 0:00,YTD,65.5,+,2023,Benefits,Medical Insurance   
918600,31200,101,10/21/2022 16:38,HRB,F0139246,HR Payroll 2022 1R 10 0,U,625090,,,10/31/2022 0:00,YTD,79.43,+,2023,Benefits,Medical Insurance   
918600,31241,101,10/21/2022 16:38,HRB,F0139246,HR Payroll 2022 1R 10 0,U,625010,,,10/31/2022 0:00,YTD,129.51,+,2023,Benefits,Medical Insurance   
918600,31230,101,10/21/2022 16:36,HRB,F0139246,HR Payroll 2022 1R 10 0,U,141068,,,10/31/2022 0:00,YTD,947.58,+,2023,Benefits,Medical Insurance   
918600,31200,101,10/21/2022 16:36,HRB,F0139246,HR Payroll 2022 1R 10 0,U,141022,,,10/31/2022 0:00,YTD,532.91,+,2023,Benefits,Medical Insurance   
918600,31200,101,10/21/2022 16:36,HRB,F0139246,HR Payroll 2022 1R 10 0,U,125981,,,10/31/2022 0:00,YTD,12919.65,+,2023,Benefits,Medical Insurance   
